Time,Temp(�C),Vpv(V),Iac(A),Vac(V),Fac(Hz),Pac(W),Zac(mOhm),E-Total(kWh),E-Today(kWh),h-Total(h),Vpv1(V),Vpv2(V),Vpv3(V),Ipv1(A),Ipv2(A),Ipv3(A),Ppv1(W),Ppv2(W),Ppv3(W),Iac1(A),Iac2(A),Iac3(A),Vac1(V),Vac2(V),Vac3(V),Temp1(C),Temp2(C),RAD1(W/m^2),RAD2(W/m^2)
2023/10/28 17:07:00, 42.0,218.6,  0.6,230.5, 49.85,   363,NA, 94734.5,    23.60, 33071,218.6,413.5,435.6,  0.1,  0.2,  0.4,    21,    82,   174,  0.6,  0.5,  0.5,230.5,232.3,232.4,NA,NA,NA,NA
2023/10/28 17:12:00, 41.9,219.2,  0.6,230.6, 49.86,   317,NA, 94734.5,    23.60, 33071,219.2,422.3,417.9,  0.1,  0.2,  0.4,    21,    84,   167,  0.6,  0.5,  0.6,230.6,232.1,232.3,NA,NA,NA,NA
2023/10/28 17:17:00, 41.7,261.8,  0.5,229.7, 49.96,   339,NA, 94734.5,    23.60, 33071,261.8,403.2,434.3,  0.1,  0.2,  0.4,    26,    80,   173,  0.5,  0.4,  0.4,229.7,231.5,232.0,NA,NA,NA,NA
2023/10/28 17:22:00, 41.6,245.8,  0.4,231.3, 50.15,   271,NA, 94734.6,    23.70, 33071,245.8,337.8,431.1,  0.1,  0.1,  0.4,    24,    33,   172,  0.4,  0.4,  0.4,231.3,233.2,232.9,NA,NA,NA,NA
2023/10/28 17:27:00, 41.4,225.9,  0.4,230.3, 49.98,   247,NA, 94734.6,    23.70, 33071,225.9,398.2,404.2,  0.0,  0.1,  0.4,     0,    39,   161,  0.4,  0.3,  0.4,230.3,232.5,232.2,NA,NA,NA,NA
2023/10/28 17:32:00, 41.2,239.1,  0.4,230.4, 49.85,   181,NA, 94734.6,    23.70, 33071,239.1,317.6,412.2,  0.0,  0.0,  0.3,     0,     0,   123,  0.4,  0.4,  0.4,230.4,232.7,232.0,NA,NA,NA,NA
2023/10/28 17:37:00, 41.1,250.6,  0.3,231.3, 49.83,   126,NA, 94734.6,    23.70, 33071,250.6,326.2,389.2,  0.0,  0.0,  0.2,     0,     0,    77,  0.3,  0.3,  0.3,231.3,233.5,232.7,NA,NA,NA,NA
2023/10/28 17:42:00, 40.8,330.3,  0.4,230.3, 49.87,   145,NA, 94734.6,    23.70, 33071,330.3,438.1,401.8,  0.0,  0.0,  0.1,     0,     0,    40,  0.4,  0.4,  0.4,230.3,233.1,232.2,NA,NA,NA,NA
2023/10/28 17:47:00, 40.6,224.7,  0.4,232.1, 49.89,    66,NA, 94734.6,    23.70, 33071,224.7,296.6,381.4,  0.0,  0.0,  0.1,     0,     0,    38,  0.4,  0.3,  0.4,232.1,234.4,233.6,NA,NA,NA,NA
2023/10/28 17:52:00, 40.7,405.6,  0.0,  0.0,  0.00,     0,NA, 94734.6,    23.70, 33071,405.6,456.7,457.9,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,NA,NA,NA,NA
2023/10/28 17:57:00, 42.2,395.3,  0.0,  0.0,  0.00,     0,NA, 94734.6,    23.70, 33071,395.3,445.6,446.7,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,NA,NA,NA,NA
2023/10/28 18:02:00, 43.1,219.9,  0.2,232.5, 49.76,    23,NA, 94734.6,    23.70, 33071,219.9,436.7,428.8,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.3,  0.3,232.5,235.5,233.8,NA,NA,NA,NA
2023/10/28 18:07:00, 44.3,327.1,  0.2,232.5, 49.95,    18,NA, 94734.6,    23.70, 33072,327.1,232.7,419.7,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.3,232.5,234.7,233.4,NA,NA,NA,NA
2023/10/28 18:12:00, 45.1,300.5,  0.2,231.8, 49.86,     5,NA, 94734.6,    23.70, 33072,300.5,359.1,211.7,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.3,  0.3,231.8,234.1,233.1,NA,NA,NA,NA
2023/10/28 18:17:00, 45.8,234.6,  0.2,232.9, 49.98,    26,NA, 94734.6,    23.70, 33072,234.6,300.2,362.4,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.3,232.9,234.9,233.9,NA,NA,NA,NA
2023/10/28 18:22:00, 46.3,290.5,  0.2,234.6, 50.03,    20,NA, 94734.6,    23.70, 33072,290.5,239.9,293.0,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.2,234.6,236.6,235.8,NA,NA,NA,NA
2023/10/29 06:46:00, 32.7,296.2,  0.0,230.3, 50.08,     0,NA, 94734.6,     0.00, 33072,296.2,406.2,288.6,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,230.3,233.3,230.1,NA,NA,NA,NA
2023/10/29 06:51:00, 32.9,336.0,  0.0,228.9, 50.03,     0,NA, 94734.6,     0.00, 33072,336.0,422.3,351.3,  0.0,  0.0,  0.0,     0,     0,     0,  0.0,  0.0,  0.0,228.9,231.6,229.2,NA,NA,NA,NA
2023/10/29 06:56:00, 33.5,306.3,  0.2,229.9, 50.01,    69,NA, 94734.6,     0.00, 33072,306.3,447.5,270.1,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.3,229.9,231.2,229.4,NA,NA,NA,NA
2023/10/29 07:01:00, 34.6,270.8,  0.3,232.6, 50.00,    66,NA, 94734.6,     0.00, 33072,270.8,469.8,401.9,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.2,  0.3,232.6,234.5,232.4,NA,NA,NA,NA
2023/10/29 07:06:00, 35.9,344.6,  0.3,231.9, 50.07,    38,NA, 94734.6,     0.00, 33072,344.6,319.5,326.1,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.3,  0.3,231.9,233.7,231.8,NA,NA,NA,NA
2023/10/29 07:11:00, 36.9,302.1,  0.3,231.2, 50.05,    37,NA, 94734.6,     0.00, 33072,302.1,411.3,345.8,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.4,  0.3,231.2,233.3,230.9,NA,NA,NA,NA
2023/10/29 07:16:00, 37.7,382.8,  0.3,231.1, 50.00,    15,NA, 94734.7,     0.10, 33072,382.8,295.9,222.6,  0.0,  0.0,  0.0,     0,     0,     0,  0.3,  0.3,  0.3,231.1,233.1,230.9,NA,NA,NA,NA
2023/10/29 07:21:00, 38.5,391.0,  0.2,230.9, 50.01,    47,NA, 94734.7,     0.10, 33072,391.0,453.7,340.3,  0.0,  0.0,  0.0,     0,     0,     0,  0.2,  0.2,  0.2,230.9,232.7,230.9,NA,NA,NA,NA
2023/10/29 07:26:00, 39.4,277.4,  0.3,231.1, 50.02,    93,NA, 94734.7,     0.10, 33072,277.4,412.9,379.0,  0.0,  0.0,  0.1,     0,     0,    37,  0.3,  0.3,  0.3,231.1,233.0,231.0,NA,NA,NA,NA
2023/10/29 07:31:00, 40.2,269.0,  0.4,233.5, 50.00,   269,NA, 94734.7,     0.10, 33072,269.0,433.9,423.4,  0.1,  0.1,  0.3,    26,    43,   127,  0.4,  0.3,  0.4,233.5,235.2,233.4,NA,NA,NA,NA
2023/10/29 07:36:00, 41.3,270.8,  0.6,232.3, 49.96,   398,NA, 94734.7,     0.10, 33073,270.8,434.2,431.0,  0.2,  0.2,  0.4,    54,    86,   172,  0.6,  0.5,  0.6,232.3,234.2,232.3,NA,NA,NA,NA
2023/10/29 07:41:00, 42.4,230.8,  0.7,232.1, 50.02,   473,NA, 94734.7,     0.10, 33073,230.8,420.9,443.5,  0.3,  0.3,  0.5,    69,   126,   221,  0.7,  0.6,  0.8,232.1,233.4,231.8,NA,NA,NA,NA
2023/10/29 07:46:00, 43.5,231.1,  0.8,231.3, 50.00,   428,NA, 94734.8,     0.20, 33073,231.1,412.0,419.8,  0.2,  0.3,  0.5,    46,   123,   209,  0.8,  0.6,  0.8,231.3,232.6,230.9,NA,NA,NA,NA
2023/10/29 07:51:00, 44.3,243.0,  0.8,229.9, 49.92,   523,NA, 94734.8,     0.20, 33073,243.0,444.0,432.1,  0.3,  0.3,  0.5,    72,   133,   216,  0.8,  0.7,  0.8,229.9,231.5,230.1,NA,NA,NA,NA
2023/10/29 07:56:00, 45.3,230.0,  1.0,233.0, 49.87,   661,NA, 94734.9,     0.30, 33073,230.0,456.6,445.0,  0.4,  0.4,  0.7,    92,   182,   311,  1.0,  0.9,  1.0,233.0,234.6,232.7,NA,NA,NA,NA
2023/10/29 08:01:00, 46.2,272.1,  1.5,233.3, 50.09,   917,NA, 94734.9,     0.30, 33073,272.1,443.7,444.9,  0.5,  0.7,  0.9,   136,   310,   400,  1.5,  1.3,  1.4,233.3,235.0,233.6,NA,NA,NA,NA
2023/10/29 08:06:00, 47.3,244.3,  1.7,233.4, 49.99,  1153,NA, 94735.0,     0.40, 33073,244.3,459.1,444.7,  0.8,  0.9,  1.2,   195,   413,   533,  1.7,  1.6,  1.7,233.4,235.3,233.8,NA,NA,NA,NA
2023/10/29 08:11:00, 48.2,250.2,  1.2,233.4, 50.06,   785,NA, 94735.1,     0.50, 33073,250.2,447.2,450.8,  0.5,  0.6,  0.8,   125,   268,   360,  1.2,  1.0,  1.1,233.4,235.4,233.8,NA,NA,NA,NA
2023/10/29 08:16:00, 48.9,231.3,  1.3,233.9, 50.10,   925,NA, 94735.2,     0.60, 33073,231.3,450.6,454.5,  0.6,  0.7,  0.9,   138,   315,   409,  1.3,  1.2,  1.3,233.9,235.8,234.3,NA,NA,NA,NA
2023/10/29 08:21:00, 49.6,244.3,  1.5,233.1, 50.05,   944,NA, 94735.2,     0.60, 33073,244.3,432.9,445.0,  0.6,  0.8,  0.9,   146,   346,   400,  1.5,  1.4,  1.5,233.1,235.1,234.0,NA,NA,NA,NA
2023/10/29 08:26:00, 48.2,243.2,  1.3,232.9, 50.09,   937,NA, 94735.3,     0.70, 33073,243.2,430.0,445.7,  0.6,  0.8,  0.9,   145,   344,   401,  1.3,  1.2,  1.3,232.9,234.4,233.5,NA,NA,NA,NA
2023/10/29 08:31:00, 45.0,281.8,  1.8,232.1, 50.00,  1156,NA, 94735.4,     0.80, 33073,281.8,437.8,441.7,  0.7,  1.0,  1.2,   197,   437,   530,  1.8,  1.6,  1.7,232.1,234.6,233.2,NA,NA,NA,NA
2023/10/29 08:36:00, 43.9,273.8,  2.0,231.5, 49.90,  1355,NA, 94735.5,     0.90, 33074,273.8,446.8,444.8,  0.8,  1.1,  1.3,   219,   491,   578,  2.0,  1.9,  1.9,231.5,233.2,232.6,NA,NA,NA,NA
2023/10/29 08:41:00, 43.5,284.2,  2.4,232.0, 50.03,  1676,NA, 94735.6,     1.00, 33074,284.2,451.7,456.4,  1.0,  1.4,  1.6,   284,   632,   730,  2.4,  2.2,  2.3,232.0,234.0,233.4,NA,NA,NA,NA
2023/10/29 08:46:00, 43.7,280.2,  3.1,232.3, 50.08,  2109,NA, 94735.8,     1.20, 33074,280.2,453.6,451.0,  1.3,  1.8,  2.0,   364,   816,   902,  3.1,  3.0,  3.1,232.3,234.0,233.8,NA,NA,NA,NA
2023/10/29 08:51:00, 43.8,271.2,  2.5,231.0, 49.98,  1735,NA, 94736.0,     1.40, 33074,271.2,448.9,441.5,  1.1,  1.5,  1.7,   298,   673,   750,  2.5,  2.4,  2.4,231.0,232.5,232.6,NA,NA,NA,NA
2023/10/29 08:56:00, 43.8,269.8,  4.7,230.0, 50.01,  3285,NA, 94736.2,     1.60, 33074,269.8,447.0,444.4,  2.3,  2.9,  3.1,   620,  1296,  1377,  4.7,  4.6,  4.7,230.0,232.0,232.0,NA,NA,NA,NA
2023/10/29 09:01:00, 44.4,273.4,  4.2,233.9, 50.05,  3011,NA, 94736.4,     1.80, 33074,273.4,447.7,453.2,  2.1,  2.7,  2.8,   574,  1208,  1268,  4.2,  4.1,  4.2,233.9,235.4,235.7,NA,NA,NA,NA
2023/10/29 09:06:00, 44.8,267.4,  3.2,232.2, 50.03,  2131,NA, 94736.7,     2.10, 33074,267.4,446.7,439.1,  1.4,  1.9,  2.1,   374,   848,   922,  3.2,  3.0,  3.1,232.2,234.2,234.2,NA,NA,NA,NA
2023/10/29 09:11:00, 44.7,232.0,  3.9,232.1, 50.04,  2719,NA, 94736.9,     2.30, 33074,232.0,376.3,402.5,  2.3,  2.8,  3.1,   533,  1053,  1247,  3.9,  3.8,  3.8,232.1,234.2,234.3,NA,NA,NA,NA
2023/10/29 09:16:00, 44.7,275.0,  2.5,231.7, 50.06,  1692,NA, 94737.1,     2.50, 33074,275.0,450.4,449.1,  1.1,  1.4,  1.7,   302,   630,   763,  2.5,  2.3,  2.4,231.7,233.3,232.9,NA,NA,NA,NA
2023/10/29 09:21:00, 45.4,266.5,  5.5,232.1, 50.03,  3813,NA, 94737.4,     2.80, 33074,266.5,439.3,442.9,  2.8,  3.5,  3.7,   746,  1537,  1638,  5.5,  5.3,  5.4,232.1,233.6,234.5,NA,NA,NA,NA
2023/10/29 09:26:00, 45.7,258.3,  5.7,232.3, 49.88,  3997,NA, 94737.7,     3.10, 33074,258.3,437.0,434.2,  3.0,  3.6,  3.9,   774,  1573,  1693,  5.7,  5.6,  5.7,232.3,234.4,234.6,NA,NA,NA,NA
2023/10/29 09:31:00, 46.6,259.4,  5.9,231.6, 49.92,  4140,NA, 94738.0,     3.40, 33074,259.4,438.1,431.6,  3.2,  3.8,  4.1,   830,  1664,  1769,  5.9,  5.8,  5.8,231.6,234.0,235.0,NA,NA,NA,NA
2023/10/29 09:36:00, 47.1,262.8,  5.2,231.6, 50.04,  3632,NA, 94738.4,     3.80, 33075,262.8,438.2,426.2,  2.7,  3.3,  3.6,   709,  1446,  1534,  5.2,  5.1,  5.1,231.6,233.8,234.5,NA,NA,NA,NA
2023/10/29 09:41:00, 47.0,265.9,  4.7,231.6, 50.02,  3190,NA, 94738.6,     4.00, 33075,265.9,437.7,424.6,  2.3,  2.9,  3.2,   611,  1269,  1358,  4.7,  4.4,  4.5,231.6,233.9,234.3,NA,NA,NA,NA
2023/10/29 09:46:00, 46.4,271.0,  3.4,231.5, 50.03,  2297,NA, 94738.8,     4.20, 33075,271.0,447.9,428.3,  1.6,  2.0,  2.3,   433,   895,   985,  3.4,  3.2,  3.3,231.5,233.5,233.1,NA,NA,NA,NA
2023/10/29 09:51:00, 46.3,273.7,  4.7,231.8, 49.96,  3260,NA, 94739.1,     4.50, 33075,273.7,446.0,443.0,  2.2,  2.8,  3.1,   602,  1248,  1373,  4.7,  4.5,  4.6,231.8,234.5,234.8,NA,NA,NA,NA
2023/10/29 09:56:00, 46.3,266.5,  3.4,232.2, 49.96,  2389,NA, 94739.3,     4.70, 33075,266.5,438.9,431.2,  1.6,  2.1,  2.4,   426,   921,  1034,  3.4,  3.3,  3.3,232.2,234.5,234.8,NA,NA,NA,NA
2023/10/29 10:01:00, 46.2,259.6,  7.0,233.1, 49.98,  4933,NA, 94739.6,     5.00, 33075,259.6,438.1,429.1,  3.7,  4.5,  4.9,   960,  1971,  2102,  7.0,  6.9,  6.9,233.1,235.0,236.5,NA,NA,NA,NA
2023/10/29 10:06:00, 47.5,255.3,  7.6,232.1, 49.90,  5279,NA, 94740.0,     5.40, 33075,255.3,427.4,418.1,  4.1,  5.0,  5.4,  1046,  2137,  2257,  7.6,  7.4,  7.5,232.1,234.5,236.0,NA,NA,NA,NA
2023/10/29 10:11:00, 48.2,261.7,  5.0,232.5, 49.96,  3474,NA, 94740.4,     5.80, 33075,261.7,428.3,415.6,  2.5,  3.2,  3.6,   654,  1370,  1496,  5.0,  4.8,  4.8,232.5,235.0,235.7,NA,NA,NA,NA
2023/10/29 10:16:00, 47.9,264.7,  4.8,233.5, 50.02,  3373,NA, 94740.7,     6.10, 33075,264.7,431.8,422.6,  2.4,  3.1,  3.5,   635,  1338,  1479,  4.8,  4.7,  4.7,233.5,235.3,236.5,NA,NA,NA,NA
2023/10/29 10:21:00, 47.5,259.7,  4.9,234.5, 50.06,  3525,NA, 94741.0,     6.40, 33075,259.7,432.8,427.3,  2.4,  3.2,  3.6,   623,  1384,  1538,  4.9,  4.8,  4.9,234.5,236.2,237.4,NA,NA,NA,NA
2023/10/29 10:26:00, 48.1,252.2,  4.9,233.2, 49.87,  3407,NA, 94741.3,     6.70, 33075,252.2,441.5,406.1,  2.6,  3.1,  3.6,   655,  1368,  1461,  4.9,  4.7,  4.8,233.2,235.1,235.7,NA,NA,NA,NA
2023/10/29 10:31:00, 47.9,259.9,  6.3,233.5, 49.88,  4430,NA, 94741.6,     7.00, 33075,259.9,432.1,419.3,  3.3,  4.1,  4.5,   857,  1771,  1886,  6.3,  6.2,  6.2,233.5,235.3,236.2,NA,NA,NA,NA
2023/10/29 10:36:00, 47.9,253.8,  6.6,233.6, 49.96,  4696,NA, 94742.0,     7.40, 33076,253.8,429.6,411.2,  3.6,  4.4,  4.8,   913,  1890,  1973,  6.6,  6.5,  6.6,233.6,235.7,236.8,NA,NA,NA,NA
2023/10/29 10:41:00, 48.0,248.2,  6.6,233.4, 49.93,  4684,NA, 94742.3,     7.70, 33076,248.2,433.5,433.1,  3.7,  4.4,  4.6,   918,  1907,  1992,  6.6,  6.5,  6.5,233.4,234.8,236.1,NA,NA,NA,NA
2023/10/29 10:46:00, 48.6,252.4,  5.0,233.7, 50.01,  4096,NA, 94742.7,     8.10, 33076,252.4,419.6,422.6,  2.9,  3.4,  3.6,   731,  1426,  1521,  5.0,  4.9,  4.9,233.7,236.0,236.7,NA,NA,NA,NA
2023/10/29 10:51:00, 48.4,250.9,  7.9,234.4, 50.03,  5461,NA, 94743.0,     8.40, 33076,250.9,416.9,428.9,  4.3,  5.3,  5.4,  1078,  2209,  2316,  7.9,  7.6,  7.7,234.4,236.5,238.1,NA,NA,NA,NA
2023/10/29 10:56:00, 48.5,222.7,  4.4,234.2, 49.99,  3021,NA, 94743.3,     8.70, 33076,222.7,385.2,390.9,  2.5,  3.2,  3.6,   556,  1232,  1407,  4.4,  4.2,  4.3,234.2,236.3,237.1,NA,NA,NA,NA
2023/10/29 11:01:00, 48.8,255.8,  7.6,232.5, 50.03,  5380,NA, 94743.7,     9.10, 33076,255.8,429.4,420.3,  4.1,  5.1,  5.5,  1048,  2189,  2311,  7.6,  7.5,  7.5,232.5,235.1,236.6,NA,NA,NA,NA
2023/10/29 11:06:00, 49.3,246.0,  8.0,232.4, 50.00,  5565,NA, 94744.1,     9.50, 33076,246.0,418.9,413.1,  4.6,  5.4,  5.7,  1131,  2262,  2354,  8.0,  7.8,  7.9,232.4,234.7,235.8,NA,NA,NA,NA
2023/10/29 11:11:00, 50.0,240.9,  8.0,233.6, 50.02,  5664,NA, 94744.6,    10.00, 33076,240.9,408.9,396.8,  4.7,  5.6,  6.0,  1132,  2289,  2380,  8.0,  7.9,  7.9,233.6,236.1,237.3,NA,NA,NA,NA
2023/10/29 11:16:00, 50.0,259.2,  6.8,234.8, 50.07,  4848,NA, 94744.9,    10.30, 33076,259.2,439.2,394.0,  3.6,  4.3,  5.4,   933,  1888,  2127,  6.8,  6.7,  6.8,234.8,236.8,237.0,NA,NA,NA,NA
2023/10/29 11:21:00, 49.5,248.7,  6.0,236.0, 50.09,  4253,NA, 94745.3,    10.70, 33076,248.7,424.1,408.5,  3.4,  4.0,  4.4,   845,  1696,  1797,  6.0,  5.9,  6.0,236.0,238.4,238.3,NA,NA,NA,NA
2023/10/29 11:26:00, 49.9,245.9,  8.7,235.2, 49.93,  6053,NA, 94745.7,    11.10, 33076,245.9,406.0,406.4,  5.0,  6.1,  6.3,  1229,  2476,  2560,  8.7,  8.5,  8.6,235.2,237.7,238.4,NA,NA,NA,NA
2023/10/29 11:31:00, 49.3,248.1,  8.1,234.5, 49.93,  5738,NA, 94746.0,    11.40, 33076,248.1,431.7,404.8,  4.7,  5.3,  6.0,  1166,  2288,  2428,  8.1,  8.0,  8.1,234.5,237.0,237.7,NA,NA,NA,NA
2023/10/29 11:36:00, 50.0,247.4,  7.0,234.5, 49.91,  4925,NA, 94746.4,    11.80, 33077,247.4,413.3,404.1,  4.0,  4.8,  5.2,   989,  1983,  2101,  7.0,  6.8,  6.9,234.5,237.0,237.6,NA,NA,NA,NA
2023/10/29 11:41:00, 49.8,269.1,  3.4,234.5, 49.98,  2360,NA, 94746.8,    12.20, 33077,269.1,426.9,411.0,  1.4,  2.2,  2.6,   376,   939,  1068,  3.4,  3.2,  3.3,234.5,236.8,236.7,NA,NA,NA,NA
2023/10/29 11:46:00, 48.7,260.4,  3.3,234.0, 49.98,  2338,NA, 94747.0,    12.40, 33077,260.4,425.8,433.9,  1.6,  2.1,  2.4,   416,   894,  1041,  3.3,  3.2,  3.3,234.0,236.3,236.0,NA,NA,NA,NA
2023/10/29 11:51:00, 49.5,245.0,  3.7,234.0, 49.91,  2615,NA, 94747.4,    12.80, 33077,245.0,428.0,415.7,  1.7,  2.4,  2.9,   416,  1027,  1205,  3.7,  3.6,  3.6,234.0,236.2,236.3,NA,NA,NA,NA
2023/10/29 11:56:00, 49.1,235.5,  2.9,232.6, 49.98,  2023,NA, 94747.7,    13.10, 33077,235.5,428.7,419.0,  1.3,  1.8,  2.3,   306,   771,   963,  2.9,  2.8,  2.9,232.6,234.6,234.4,NA,NA,NA,NA
2023/10/29 12:01:00, 48.5,237.3,  5.2,232.3, 49.95,  3621,NA, 94747.9,    13.30, 33077,237.3,427.9,421.9,  2.5,  3.3,  4.0,   593,  1412,  1687,  5.2,  5.1,  5.2,232.3,235.2,235.4,NA,NA,NA,NA
2023/10/29 12:06:00, 49.0,227.2,  4.9,232.7, 49.90,  3370,NA, 94748.3,    13.70, 33077,227.2,430.7,401.3,  2.6,  3.1,  3.7,   590,  1335,  1484,  4.9,  4.6,  4.7,232.7,235.4,235.4,NA,NA,NA,NA
2023/10/29 12:11:00, 48.5,254.5,  3.8,233.4, 49.96,  2633,NA, 94748.5,    13.90, 33077,254.5,436.5,430.5,  1.9,  2.4,  2.7,   483,  1047,  1162,  3.8,  3.7,  3.8,233.4,235.6,235.4,NA,NA,NA,NA
2023/10/29 12:16:00, 48.9,233.2,  9.7,233.6, 50.03,  6815,NA, 94748.9,    14.30, 33077,233.2,421.7,404.3,  5.5,  6.7,  7.3,  1282,  2825,  2951,  9.7,  9.6,  9.6,233.6,236.1,237.8,NA,NA,NA,NA
2023/10/29 12:21:00, 50.1,231.0,  8.1,234.6, 50.03,  5657,NA, 94749.4,    14.80, 33077,231.0,412.8,401.7,  4.6,  5.7,  6.1,  1062,  2352,  2450,  8.1,  7.9,  8.0,234.6,237.3,238.3,NA,NA,NA,NA
2023/10/29 12:26:00, 49.8,223.3,  3.4,234.1, 49.96,  2399,NA, 94749.7,    15.10, 33077,223.3,415.3,409.3,  1.9,  2.3,  2.6,   424,   955,  1064,  3.4,  3.4,  3.4,234.1,236.4,236.4,NA,NA,NA,NA
2023/10/29 12:31:00, 48.7,258.7,  3.0,233.9, 49.92,  2053,NA, 94749.9,    15.30, 33077,258.7,425.4,427.0,  1.4,  1.8,  2.1,   362,   765,   896,  3.0,  2.8,  2.9,233.9,236.3,235.3,NA,NA,NA,NA
2023/10/29 12:36:00, 48.2,256.6,  3.0,233.3, 49.85,  2036,NA, 94750.1,    15.50, 33078,256.6,418.0,431.7,  1.2,  1.9,  2.2,   307,   794,   949,  3.0,  2.8,  2.8,233.3,236.0,235.6,NA,NA,NA,NA
2023/10/29 12:41:00, 47.7,225.3,  3.9,234.0, 49.94,  2687,NA, 94750.3,    15.70, 33078,225.3,459.4,456.5,  2.0,  2.3,  2.7,   450,  1056,  1232,  3.9,  3.7,  3.8,234.0,236.1,236.4,NA,NA,NA,NA
2023/10/29 12:46:00, 47.3,277.3,  3.0,235.0, 49.98,  2123,NA, 94750.5,    15.90, 33078,277.3,437.3,427.0,  1.2,  1.9,  2.3,   332,   830,   982,  3.0,  2.9,  2.9,235.0,237.2,237.3,NA,NA,NA,NA
2023/10/29 12:51:00, 47.2,313.5,  4.9,236.0, 50.01,  3445,NA, 94750.8,    16.20, 33078,313.5,428.3,430.0,  1.6,  3.3,  3.7,   501,  1413,  1591,  4.9,  4.7,  4.8,236.0,238.4,238.5,NA,NA,NA,NA
2023/10/29 12:56:00, 47.9,225.5,  4.3,235.3, 49.93,  3009,NA, 94751.1,    16.50, 33078,225.5,418.3,437.2,  2.2,  2.8,  3.1,   496,  1171,  1355,  4.3,  4.1,  4.2,235.3,238.0,238.8,NA,NA,NA,NA
2023/10/29 13:01:00, 48.9,213.1,  7.9,235.7, 50.01,  5647,NA, 94751.5,    16.90, 33078,213.1,416.5,401.3,  4.1,  5.8,  6.4,   873,  2415,  2568,  7.9,  7.7,  7.8,235.7,238.8,240.4,NA,NA,NA,NA
2023/10/29 13:06:00, 49.9,245.0,  7.6,236.0, 50.06,  5368,NA, 94752.0,    17.40, 33078,245.0,400.9,385.5,  2.9,  5.9,  6.4,   710,  2365,  2467,  7.6,  7.4,  7.4,236.0,239.4,240.7,NA,NA,NA,NA
2023/10/29 13:11:00, 49.9,311.1,  6.5,236.2, 50.01,  4609,NA, 94752.4,    17.80, 33078,311.1,407.7,397.3,  1.9,  4.9,  5.3,   591,  1997,  2105,  6.5,  6.4,  6.4,236.2,239.3,240.3,NA,NA,NA,NA
2023/10/29 13:16:00, 49.6,327.1,  2.7,236.3, 50.03,  1832,NA, 94752.7,    18.10, 33078,327.1,427.4,406.7,  0.7,  1.7,  2.2,   228,   726,   894,  2.7,  2.6,  2.6,236.3,239.3,239.1,NA,NA,NA,NA
2023/10/29 13:21:00, 48.8,253.3,  6.0,238.1, 50.13,  4325,NA, 94752.9,    18.30, 33078,253.3,422.6,412.2,  2.2,  4.4,  4.8,   557,  1859,  1978,  6.0,  5.9,  6.0,238.1,241.5,242.0,NA,NA,NA,NA
2023/10/29 13:26:00, 49.0,239.1,  5.6,237.4, 49.99,  3997,NA, 94753.3,    18.70, 33078,239.1,420.4,408.8,  2.2,  4.1,  4.6,   526,  1723,  1880,  5.6,  5.5,  5.5,237.4,240.1,240.7,NA,NA,NA,NA
2023/10/29 13:31:00, 49.2,295.4,  4.1,237.5, 49.99,  2908,NA, 94753.6,    19.00, 33078,295.4,428.9,419.7,  1.3,  2.7,  3.3,   384,  1158,  1385,  4.1,  4.0,  4.1,237.5,239.9,240.5,NA,NA,NA,NA
2023/10/29 13:36:00, 48.8,325.5,  4.8,237.7, 49.94,  3312,NA, 94753.9,    19.30, 33079,325.5,423.5,411.7,  1.4,  3.2,  3.8,   455,  1355,  1564,  4.8,  4.5,  4.6,237.7,240.4,240.6,NA,NA,NA,NA
2023/10/29 13:41:00, 48.4,296.1,  4.4,238.6, 49.92,  3139,NA, 94754.1,    19.50, 33079,296.1,424.3,421.2,  1.4,  3.0,  3.6,   414,  1272,  1516,  4.4,  4.3,  4.3,238.6,241.4,241.8,NA,NA,NA,NA
2023/10/29 13:46:00, 48.3,308.4,  4.3,239.5, 50.03,  3045,NA, 94754.4,    19.80, 33079,308.4,413.0,422.0,  1.3,  2.9,  3.5,   400,  1197,  1477,  4.3,  4.1,  4.2,239.5,242.2,242.6,NA,NA,NA,NA
2023/10/29 13:51:00, 48.1,320.0,  4.5,240.4, 50.09,  3168,NA, 94754.6,    20.00, 33079,320.0,437.0,421.5,  1.4,  3.0,  3.5,   448,  1311,  1475,  4.5,  4.3,  4.3,240.4,243.6,243.9,NA,NA,NA,NA
